"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"Abiotrophia.defectiva",0.0947161864536235,0.238182665788257,2.31521439179017,0.102877153248901,0.918060470539649,0.9986928692853,FALSE
"Abyssicoccus.albus",0.197383728975668,0.220819676772071,1.39549822431239,0.158237160696407,0.874269922610398,0.9986928692853,FALSE
"Acetilactobacillus.jinshanensis",0.0228050986565734,-0.0407552342965061,2.93278641791904,-0.01389642083975,0.988912617211054,0.9986928692853,FALSE
"Acetobacter.pasteurianus",0.0552295215289627,-0.140166524043143,2.93274404844016,-0.0477936436756878,0.961880702381107,0.9986928692853,FALSE
"Achromobacter.deleyi",0.234723210930506,1.01650801528682,2.31449888381121,0.439191404410171,0.660522852787734,0.9986928692853,FALSE
"Achromobacter.denitrificans",0.505750782599397,0.362115638261415,2.41060479204705,0.150217754256562,0.880592818959729,0.9986928692853,FALSE
"Achromobacter.insolitus",0.0901246827837174,-0.146555669271146,2.73345551264044,-0.0536155311814742,0.957241482217141,0.9986928692853,FALSE
"Achromobacter.pestifer",0.0768732033296655,-0.332576572735956,2.93274383189241,-0.113401166893378,0.909712514633287,0.9986928692853,FALSE
"Achromobacter.sp..AONIH1",0.0441982257914073,-0.140166524043143,2.93274404844016,-0.0477936436756878,0.961880702381107,0.9986928692853,FALSE
"Achromobacter.sp..B7",0.0417227156399847,0.123235122244318,2.93272245563087,0.0420207244663417,0.966482176972023,0.9986928692853,FALSE
"Achromobacter.sp..ES.001",0.0880980970892931,-0.0535818001761049,2.93263233932848,-0.0182708890772084,0.985422750740313,0.9986928692853,FALSE
"Achromobacter.spanius",0.188077477460601,0.516827283801728,1.54019373568152,0.335559918098898,0.737202753754368,0.9986928692853,FALSE
"Achromobacter.xylosoxidans",6.33266959591827,-0.692839239975618,0.843098911469492,-0.82177693571923,0.411203862774471,0.9986928692853,FALSE
"Acidaminococcus.intestini",0.0268529728048951,-0.233159974325511,2.93278350577634,-0.0795012566956561,0.936633932080065,0.9986928692853,FALSE
"Acidianus.manzaensis",0.0775187653590765,-0.341068441571666,2.93263340600293,-0.116301083140333,0.907413927217203,0.9986928692853,FALSE
"Acidipropionibacterium.acidipropionici",0.0624717153330365,0.145243521289348,2.84793290696118,0.0509996288656698,0.959325816287237,0.9986928692853,FALSE
"Acidisarcina.polymorpha",0.0770118258769899,-0.425008318852996,2.79144212910856,-0.152254031857261,0.878986579405594,0.9986928692853,FALSE
"Acidobacterium.sp..4Y35",0.0847835761105864,-0.146584773613847,2.93266725356935,-0.0499834317839635,0.960135591338418,0.9986928692853,FALSE
"Acidovorax.antarcticus",0.165895191784213,-0.264200177737529,1.57666468914222,-0.167569033261769,0.866922334551936,0.9986928692853,FALSE
"Acidovorax.avenae",0.799273421566756,-1.29236871240263,0.936984803549548,-1.37928460259632,0.167807021986136,0.9986928692853,FALSE
"Acidovorax.carolinensis",1.22397034938834,-0.0790223397347775,0.798049176573372,-0.099019386341679,0.921122877673015,0.9986928692853,FALSE
"Acidovorax.cattleyae",0.088371173625255,0.138842135768864,2.93263918242448,0.047343749821306,0.962239259840439,0.9986928692853,FALSE
"Acidovorax.citrulli",0.203033566780535,-0.412652923900791,2.63408355669754,-0.156659010626888,0.875513592895812,0.9986928692853,FALSE
"Acidovorax.ebreus",0.200617986225552,-0.763869655736022,2.93068262345273,-0.26064564263055,0.794365788179839,0.9986928692853,FALSE
"Acidovorax.monticola",0.293002598470562,-0.939700850871103,1.15529681397005,-0.813384785198123,0.415997479815669,0.9986928692853,FALSE
"Acidovorax.sp..1608163",1.42679545534332,0.495446930050957,0.507982455479237,0.975322916582908,0.329400106458288,0.9986928692853,FALSE
"Acidovorax.sp..HDW3",0.294006711155314,0.482075085379456,1.01705666090465,0.473990391991199,0.635506758741045,0.9986928692853,FALSE
"Acidovorax.sp..JMULE5",0.784324829133799,0.0542217723728839,0.596496493349838,0.0909004042393983,0.927571728987333,0.9986928692853,FALSE
"Acidovorax.sp..JS42",1.15319678762416,1.25165584255065,1.77906274004453,0.703547893155991,0.481714370980801,0.9986928692853,FALSE
"Acidovorax.sp..KKS102",8.791151659045,0.5495618649218,0.482467792055098,1.139064356153,0.254676312835682,0.9986928692853,FALSE
"Acidovorax.sp..RAC01",0.762756622319819,0.772256342616015,0.763465404491039,1.01151452059683,0.311770234864232,0.9986928692853,FALSE
"Acidovorax.sp..T1",0.514776595417464,-0.142596512913533,1.25629095353904,-0.113505961745431,0.909629436839753,0.9986928692853,FALSE
"Acinetobacter.baumannii",90.6859976020487,0.327422033363995,0.387318032043892,0.84535706131774,0.39791151082645,0.9986928692853,FALSE
"Acinetobacter.bereziniae",0.529404331671381,1.14652006164302,1.22942736778112,0.932564291058748,0.351044977674252,0.9986928692853,FALSE
"Acinetobacter.calcoaceticus",0.103964031547506,0.810508197330841,2.34793929401399,0.345199809636139,0.729944161865279,0.9986928692853,FALSE
"Acinetobacter.guillouiae",0.255082627667036,-0.92657553972258,1.78194820551733,-0.519978940383162,0.603078253411882,0.9986928692853,FALSE
"Acinetobacter.gyllenbergii",0.0447089948709346,-0.140166524043143,2.93274404844016,-0.0477936436756878,0.961880702381107,0.9986928692853,FALSE
"Acinetobacter.haemolyticus",0.95921382102569,2.18404855795885,1.0471960778798,2.08561567799295,0.0370134500379281,0.9986928692853,FALSE
"Acinetobacter.indicus",0.650226282741772,-0.0592717785398529,1.20054691344344,-0.0493706475574936,0.960623919482177,0.9986928692853,FALSE
"Acinetobacter.johnsonii",13.2588827396624,0.492629803180015,0.56792370006752,0.867422513132392,0.385710550986577,0.9986928692853,FALSE
