"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","enriched.in"
"Abiotrophia.defectiva",0.0912181406568874,0.433969459817795,2.5037632593925,0.173326874331997,0.862394500712915,0.99980060686724,FALSE,"HypoxiaHigh"
"Abyssicoccus.albus",0.144172867042974,-0.342367475611386,2.21715476500326,-0.154417490838031,0.877280563367695,0.99980060686724,FALSE,"HypoxiaLow"
"Acaryochloris.marina",0.104268050824822,0.204915712270169,3.70535703016518,0.0553025553548437,0.955897426405052,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetilactobacillus.jinshanensis",0.0174521495509029,0.0247423372066034,3.70534572302099,0.00667747062113028,0.9946721888795,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetivibrio.clariflavus",0.0985185162374595,0.348510197999634,3.70524458035108,0.0940586216218449,0.925062589767298,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetivibrio.thermocellus",0.0177296240261305,0.0654164360882764,3.70538815975851,0.0176544084635224,0.985914551748363,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetoanaerobium.sticklandii",0.0156275421036421,0.0953857075466859,3.70538319059824,0.0257424678205241,0.979462750646506,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetobacter.aceti",0.0814216985097548,0.741325741501154,3.70498700810236,0.200088621061279,0.841411272499016,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetobacter.orientalis",0,NA,NA,NA,NA,NA,NA,NA
"Acetobacter.persici",0.0293322428331705,-0.0340170846071352,3.70535537138471,-0.00918051878905821,0.992675108690851,0.99980060686724,FALSE,"HypoxiaLow"
"Acetobacter.senegalensis",0,NA,NA,NA,NA,NA,NA,NA
"Acetobacter.sp..KACC.21233",0.0215136611791096,-0.0340170846071352,3.70535537138471,-0.00918051878905821,0.992675108690851,0.99980060686724,FALSE,"HypoxiaLow"
"Acetobacterium.woodii",0.0398584177931069,0.190836909725394,3.70536802592597,0.0515028219572612,0.958924853240967,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetohalobium.arabaticum",0.00109489260582764,0.0953860193374978,3.70538319063136,0.0257425519656565,0.979462683530646,0.99980060686724,FALSE,"HypoxiaHigh"
"Acetomicrobium.mobile",0.0202773782950963,0.0654164360882764,3.70538815975851,0.0176544084635224,0.985914551748363,0.99980060686724,FALSE,"HypoxiaHigh"
"Acholeplasma.axanthum",0.00953857368330038,0.0654170193086897,3.70538815995731,0.0176545658605018,0.985914426183313,0.99980060686724,FALSE,"HypoxiaHigh"
"Acholeplasma.brassicae",0.00755376072553089,0.190838062068532,3.70536802631875,0.0515031329446992,0.958924605437766,0.99980060686724,FALSE,"HypoxiaHigh"
"Acholeplasma.hippikon",0,NA,NA,NA,NA,NA,NA,NA
"Acholeplasma.palmae",0.00927788907839983,0.0654170193086897,3.70538815995731,0.0176545658605018,0.985914426183313,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.deleyi",0.223922983445107,0.344301139254914,2.43010203305799,0.14168176256437,0.887331380971593,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.denitrificans",0.545223291517274,0.576344672571676,2.37378835261737,0.24279530731381,0.808163971040903,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.insolitus",0.0813867192533451,0.0689321392372305,3.04600030651778,0.0226303782996117,0.981945111649862,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.pestifer",0.0547492583161053,-0.238629956740434,3.7052248901285,-0.0644036364368042,0.948648834582529,0.99980060686724,FALSE,"HypoxiaLow"
"Achromobacter.sp..AONIH1",0.0329322323357322,-0.135716701139569,3.70529563565266,-0.0366277659017789,0.970781804391893,0.99980060686724,FALSE,"HypoxiaLow"
"Achromobacter.sp..B7",0.0392739951117689,0.0914017802715891,3.70421409695879,0.0246750802948002,0.980314132071381,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.sp..ES.001",0.0870717692303081,-0.113213895083391,3.69685212729869,-0.0306244045433639,0.97556907926416,0.99980060686724,FALSE,"HypoxiaLow"
"Achromobacter.sp..MFA1.R4",0.0200950932529089,0.0654164360882764,3.70538815975851,0.0176544084635224,0.985914551748363,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.spanius",0.165759250023213,0.198085225359061,1.89679730142679,0.104431414579755,0.916826993741705,0.99980060686724,FALSE,"HypoxiaHigh"
"Achromobacter.xylosoxidans",6.97470421087127,-0.564961304241442,0.92618779564366,-0.609985692857051,0.541871285078921,0.99980060686724,FALSE,"HypoxiaLow"
"Acidaminococcus.fermentans",0.0283131698629949,0.105485044626399,3.70532424207557,0.0284685057865031,0.977288486584963,0.99980060686724,FALSE,"HypoxiaHigh"
"Acidaminococcus.intestini",0.0389900603704257,0.12065592936375,3.70517217113508,0.032564189676181,0.974022127174015,0.99980060686724,FALSE,"HypoxiaHigh"
"Acidianus.manzaensis",0.0525113983789357,-0.341553685943816,3.70515885055949,-0.0921832773491588,0.926552424209456,0.99980060686724,FALSE,"HypoxiaLow"
"Acidibrevibacterium.fodinaquatile",0.0415158126285606,-0.229109539356669,3.70511110045215,-0.061836078094584,0.950693372284836,0.99980060686724,FALSE,"HypoxiaLow"
"Acidiferrobacter.sp..SPIII_3",0.0908065120565304,0.178600814383605,3.70536991232751,0.0482005356035877,0.961556423335522,0.99980060686724,FALSE,"HypoxiaHigh"
"Acidihalobacter.aeolianus",0.00656935563496583,0.230854492981008,3.70533591450295,0.0623032562519977,0.950321335402726,0.99980060686724,FALSE,"HypoxiaHigh"
"Acidihalobacter.ferrooxydans",0.0321815546834484,-0.0340176678508426,3.70535537119872,-0.00918067619512497,0.992674983104273,0.99980060686724,FALSE,"HypoxiaLow"
"Acidihalobacter.yilgarnenesis",0.0341672547077045,-0.0340176678508425,3.70535537119872,-0.00918067619512495,0.992674983104273,0.99980060686724,FALSE,"HypoxiaLow"
"Acidimicrobium.ferrooxidans",0.0659653168388768,0.258694512931518,3.70471194952967,0.0698285093296821,0.944330155393144,0.99980060686724,FALSE,"HypoxiaHigh"
"Acidiphilium.multivorum",0,NA,NA,NA,NA,NA,NA,NA
