"X","log2FoldChange","pvalue","padj","source","miclab"
"Abyssicoccus.albus",NA,NA,NA,"ORIEN",NA
"Acetilactobacillus.jinshanensis",-0.500225087025763,0.864109734599397,0.999646010327647,"ORIEN",NA
"Acetivibrio.saccincola",NA,NA,NA,"ORIEN",NA
"Acetobacter.sp..KACC.21233",-0.500225087025763,0.864109734599397,0.999646010327647,"ORIEN",NA
"Acetomicrobium.mobile",NA,NA,NA,"ORIEN",NA
"Acholeplasma.brassicae",NA,NA,NA,"ORIEN",NA
"Achromobacter.deleyi",0,1,NA,"ORIEN",NA
"Achromobacter.xylosoxidans",0.720445792547378,0.805109690564353,0.999646010327647,"ORIEN",NA
"Acidaminococcus.fermentans",-0.535671376208775,0.85458005294279,0.999646010327647,"ORIEN",NA
"Acidaminococcus.intestini",-0.958390986558469,0.742887533562589,0.999646010327647,"ORIEN",NA
"Acidianus.manzaensis",-1.06598993958875,0.70864926615258,0.999646010327647,"ORIEN",NA
"Acidibrevibacterium.fodinaquatile",0,1,NA,"ORIEN",NA
"Acidimicrobium.ferrooxidans",NA,NA,NA,"ORIEN",NA
"Acidobacterium.capsulatum",NA,NA,NA,"ORIEN",NA
"Acidovorax.avenae",0.174032952598504,0.952497423225137,0.999646010327647,"ORIEN",NA
"Acidovorax.carolinensis",0.117278908946891,0.967980009518078,0.999646010327647,"ORIEN",NA
"Acidovorax.sp..KKS102",1.17388688227735,0.68753145024401,0.999646010327647,"ORIEN",NA
"Acinetobacter.baumannii",0,1,NA,"ORIEN",NA
"Acinetobacter.calcoaceticus",-0.24270911061722,0.798656881189204,0.999646010327647,"ORIEN",NA
"Acinetobacter.haemolyticus",-0.568190523434566,0.845855246383749,0.999646010327647,"ORIEN",NA
"Acinetobacter.lanii",-0.244861537132016,0.933231320164102,0.999646010327647,"ORIEN",NA
"Acinetobacter.lwoffii",NA,NA,NA,"ORIEN",NA
"Acinetobacter.radioresistens",-0.500225087011781,0.86410973460316,0.999646010327647,"ORIEN",NA
"Acinetobacter.schindleri",NA,NA,NA,"ORIEN",NA
"Acinetobacter.sp..MYb10",0.358627795400256,0.902281428594802,0.999646010327647,"ORIEN",NA
"Actinocatenispora.thailandica",-0.244861545593661,0.933231317862782,0.999646010327647,"ORIEN",NA
"Actinomyces.naeslundii",-0.108787409960394,0.970303955946346,0.999646010327647,"ORIEN",NA
"Actinomyces.pacaensis",-0.258366559232998,0.929559128548968,0.999646010327647,"ORIEN",NA
"Actinoplanes.friuliensis",-0.468402965964607,0.872681580155039,0.999646010327647,"ORIEN",NA
"Actinoplanes.sp..L3.i22",0.176437201297256,0.93401110471043,0.999646010327647,"ORIEN",NA
"Actinoplanes.sp..OR16",0.6684111026389,0.72728492422327,0.999646010327647,"ORIEN",NA
"Actinopolyspora.erythraea",-0.311157287775652,0.915220874127403,0.999646010327647,"ORIEN",NA
"Actinosynnema.pretiosum",-0.158864460131802,0.956617809794607,0.999646010327647,"ORIEN",NA
"Acutalibacter.muris",-0.553764097203649,0.786014036105372,0.999646010327647,"ORIEN",NA
"Adlercreutzia.equolifaciens",-0.304763045042039,0.916956114890669,0.999646010327647,"ORIEN",NA
"Adlercreutzia.sp..8CFCBH1",-0.113649455882098,0.968977549479511,0.999646010327647,"ORIEN",NA
"Aeoliella.mucimassa",-0.500225087022002,0.864109734600409,0.999646010327647,"ORIEN",NA
"Aeromicrobium.chenweiae",-0.244861545593661,0.933231317862782,0.999646010327647,"ORIEN",NA
"Aeromonas.salmonicida",-0.746973372527394,0.798242939379412,0.999646010327647,"ORIEN",NA
"Aeromonas.sp..WP2.W18.CRE.05",0.66901987171154,0.818779271842288,0.999646010327647,"ORIEN",NA
"Aerosticca.soli",NA,NA,NA,"ORIEN",NA
"Agrobacterium.tumefaciens",0.650833928323097,0.772428123263928,0.999646010327647,"ORIEN",NA
"Akkermansia.muciniphila",-1.92535954073116,0.438994584056319,0.999646010327647,"ORIEN",NA
"Alcaligenes.faecalis",0.353176021793335,0.903684532803017,0.999646010327647,"ORIEN",NA
"Alcanivorax.sp..N3.2A",0,1,NA,"ORIEN",NA
"Alicyclobacillus.sp..TC",-0.622352048145211,0.831364501337077,0.999646010327647,"ORIEN",NA
"Alistipes.communis",-0.700211821941676,0.805458493393189,0.999646010327647,"ORIEN",NA
"Alistipes.dispar",1.19399363334885,0.635651820582694,0.999646010327647,"ORIEN",NA
"Alistipes.finegoldii",-0.54491092846845,0.842805583661761,0.999646010327647,"ORIEN",NA
"Alistipes.indistinctus",-0.989841250627545,0.717154380077348,0.999646010327647,"ORIEN",NA
"Alistipes.megaguti",-1.32775553734822,0.649117930717779,0.999646010327647,"ORIEN",NA
"Alistipes.onderdonkii",-0.221305157025739,0.939564803663488,0.999646010327647,"ORIEN",NA
"Alistipes.shahii",-2.8157164726373,0.244427838003062,0.999646010327647,"ORIEN",NA
"Alistipes.sp..dk3624",0.117528476998638,0.967911900344312,0.999646010327647,"ORIEN",NA
"Alkalibacter.sp..ES005",-0.622352048145211,0.831364501337077,0.999646010327647,"ORIEN",NA
"Alkalitalea.saponilacus",NA,NA,NA,"ORIEN",NA
