"X","log2FoldChange","pvalue","padj","source","miclab"
"Abiotrophia.defectiva",-0.238194763596231,0.918056337511726,0.998695578451716,"TCGA",NA
"Abyssicoccus.albus",-0.220823602331308,0.874267714075652,0.998695578451716,"TCGA",NA
"Acetilactobacillus.jinshanensis",0.0407346218312137,0.988918227505134,0.998695578451716,"TCGA",NA
"Acetobacter.pasteurianus",0.140146367257203,0.96188619054001,0.998695578451716,"TCGA",NA
"Achromobacter.deleyi",-1.0165168559945,0.660520141295579,0.998695578451716,"TCGA",NA
"Achromobacter.denitrificans",-0.362122573905661,0.880590572480249,0.998695578451716,"TCGA",NA
"Achromobacter.insolitus",0.146538901235559,0.957246379981905,0.998695578451716,"TCGA",NA
"Achromobacter.pestifer",0.332556473054188,0.909717972749504,0.998695578451716,"TCGA",NA
"Achromobacter.sp..AONIH1",0.140146367257203,0.96188619054001,0.998695578451716,"TCGA",NA
"Achromobacter.sp..B7",-0.123254602942996,0.966476890991761,0.998695578451716,"TCGA",NA
"Achromobacter.sp..ES.001",0.0535628968141182,0.985427896980634,0.998695578451716,"TCGA",NA
"Achromobacter.spanius",-0.51683212514131,0.737200402703701,0.998695578451716,"TCGA",NA
"Achromobacter.xylosoxidans",0.692841115309705,0.411202605001271,0.998695578451716,"TCGA",NA
"Acidaminococcus.intestini",0.233139418857719,0.936639524183735,0.998695578451716,"TCGA",NA
"Acidianus.manzaensis",0.341048888398833,0.907419236811932,0.998695578451716,"TCGA",NA
"Acidipropionibacterium.acidipropionici",-0.145262206518635,0.95932059884545,0.998695578451716,"TCGA",NA
"Acidisarcina.polymorpha",0.424991650973212,0.878991319020465,0.998695578451716,"TCGA",NA
"Acidobacterium.sp..4Y35",0.146565471389242,0.960140847326927,0.998695578451716,"TCGA",NA
"Acidovorax.antarcticus",0.264195433629906,0.86692471277446,0.998695578451716,"TCGA",NA
"Acidovorax.avenae",1.29236821023746,0.167807169264304,0.998695578451716,"TCGA",NA
"Acidovorax.carolinensis",0.0790225348058741,0.921122685085513,0.998695578451716,"TCGA",NA
"Acidovorax.cattleyae",-0.138861095972768,0.962234117595909,0.998695578451716,"TCGA",NA
"Acidovorax.citrulli",0.412639169504438,0.875517736226405,0.998695578451716,"TCGA",NA
"Acidovorax.ebreus",0.763856248783323,0.794369371229247,0.998695578451716,"TCGA",NA
"Acidovorax.monticola",0.939699057724424,0.415998383719777,0.998695578451716,"TCGA",NA
"Acidovorax.sp..1608163",-0.495446815111425,0.329400232394649,0.998695578451716,"TCGA",NA
"Acidovorax.sp..HDW3",-0.482076939318961,0.635505471122881,0.998695578451716,"TCGA",NA
"Acidovorax.sp..JMULE5",-0.0542219396174472,0.927571507367578,0.998695578451716,"TCGA",NA
"Acidovorax.sp..JS42",-1.25165552035034,0.481714557642216,0.998695578451716,"TCGA",NA
"Acidovorax.sp..KKS102",-0.549561143610265,0.254676940743737,0.998695578451716,"TCGA",NA
"Acidovorax.sp..RAC01",-0.772256538944081,0.311770143849606,0.998695578451716,"TCGA",NA
"Acidovorax.sp..T1",0.142594773437426,0.909630538606183,0.998695578451716,"TCGA",NA
"Acinetobacter.baumannii",-0.327421060237157,0.397912915431349,0.998695578451716,"TCGA",NA
"Acinetobacter.bereziniae",-1.14652142350758,0.351044450405559,0.998695578451716,"TCGA",NA
"Acinetobacter.calcoaceticus",-0.810519647885245,0.729940542370185,0.998695578451716,"TCGA",NA
"Acinetobacter.guillouiae",0.92656966016314,0.603080588158196,0.998695578451716,"TCGA",NA
"Acinetobacter.gyllenbergii",0.140146367257203,0.96188619054001,0.998695578451716,"TCGA",NA
"Acinetobacter.haemolyticus",-2.18404941156322,0.0370134004818304,0.998695578451716,"TCGA","TCGA"
"Acinetobacter.indicus",0.0592704511404632,0.960624802490777,0.998695578451716,"TCGA",NA
"Acinetobacter.johnsonii",-0.492628611838221,0.385711705227157,0.998695578451716,"TCGA",NA
"Acinetobacter.junii",-0.123509318984109,0.890759466061619,0.998695578451716,"TCGA",NA
"Acinetobacter.lwoffii",-0.169707891626697,0.849430837255153,0.998695578451716,"TCGA",NA
"Acinetobacter.nosocomialis",-0.672307000954981,0.678926225707152,0.998695578451716,"TCGA",NA
"Acinetobacter.oleivorans",-0.145265018064678,0.960211804211474,0.998695578451716,"TCGA",NA
"Acinetobacter.pittii",-0.348925575694632,0.759761963855479,0.998695578451716,"TCGA",NA
"Acinetobacter.radioresistens",-1.46083322881395,0.116689333670545,0.998695578451716,"TCGA",NA
"Acinetobacter.schindleri",1.85446631144643,0.130306767714546,0.998695578451716,"TCGA",NA
"Acinetobacter.seifertii",-0.824373512339576,0.692756506770778,0.998695578451716,"TCGA",NA
"Acinetobacter.septicus",-0.163505646821938,0.952718484900943,0.998695578451716,"TCGA",NA
"Acinetobacter.soli",-0.238207358429861,0.920579696207838,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..Colony158",-1.89829100079771,0.474357398802551,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..MYb10",0.165322856163475,0.932768305425543,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..NEB.394",0.511459231484367,0.803775226499247,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..SWBY1",-1.84090516037743,0.437629171216915,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..Tol.5",0.248253313788738,0.93250458428725,0.998695578451716,"TCGA",NA
"Acinetobacter.sp..WCHA55",-0.430689993773146,0.88324409935833,0.998695578451716,"TCGA",NA
"Acinetobacter.tandoii",-0.0522633282340855,0.985781981398258,0.998695578451716,"TCGA",NA
"Acinetobacter.towneri",0.812526096128244,0.602958880616784,0.998695578451716,"TCGA",NA
"Acinetobacter.ursingii",0.453889647360728,0.601399352542718,0.998695578451716,"TCGA",NA
"Acinetobacter.variabilis",0.165770153784489,0.94973468032651,0.998695578451716,"TCGA",NA
"Acinetobacter.venetianus",0.554721405851671,0.849932684762047,0.998695578451716,"TCGA",NA
"Acinetobacter.wuhouensis",-0.0522633282340856,0.985781981398258,0.998695578451716,"TCGA",NA
"Actinomyces.naeslundii",0.221481956098692,0.915084313850786,0.998695578451716,"TCGA",NA
"Actinomyces.oris",-0.69768800302753,0.674485964924531,0.998695578451716,"TCGA",NA
"Actinomyces.sp..HMT.175",-0.0710408414489146,0.980674559751699,0.998695578451716,"TCGA",NA
"Actinomyces.sp..oral.taxon.169",0.0535628968141183,0.985427896980634,0.998695578451716,"TCGA",NA
"Actinomyces.sp..oral.taxon.171",-0.00718540486794019,0.996708989330405,0.998695578451716,"TCGA",NA
